,Data,TMAX,TMIN,PRCP
1124,201101,-9999,-9999,0
1125,201102,-9999,-9999,0
1126,201103,-9999,-9999,-9999
1127,201104,-9999,-9999,0
1128,195504,310,-9999,0
1129,195505,310,-9999,0
1130,195506,280,160,-9999
1131,195507,260,160,0
1132,195508,230,150,-9999
1133,195509,200,160,0
1134,195510,250,150,0
1135,195511,270,150,0
1136,195512,250,130,33
1137,195601,230,130,-9999
1138,195602,240,140,0
1139,195603,310,100,0
1140,195604,300,120,-9999
1141,195605,280,140,0
1142,195606,260,150,0
1143,195607,260,150,-9999
1144,195608,250,130,0
1145,195609,260,150,-9999
1146,195610,260,140,0
1147,195612,250,150,38
1148,195701,240,140,-9999
1149,195702,280,130,-9999
1150,195703,280,120,0
1151,195704,290,150,0
1152,195705,310,140,33
1153,195706,290,150,20
1154,195707,240,180,-9999
1155,195708,270,170,0
1156,195710,250,160,-9999
1157,195711,280,150,-9999
1158,195712,260,140,-9999
1159,195801,210,160,0
1160,195802,260,120,307
1161,195803,290,100,-9999
1162,195804,330,120,56
1163,195805,320,150,0
1164,195806,280,180,0
1165,195807,270,130,0
1166,195808,270,170,-9999
1167,195809,270,150,0
1168,195810,260,140,-9999
1169,195811,230,150,0
1170,195812,250,150,0
1171,195901,240,150,0
1172,195902,260,130,422
1173,195903,280,100,172
1174,195904,270,140,295
1175,195905,320,150,88
1176,195906,310,180,278
1177,195907,260,180,0
1178,195908,260,180,0
1179,195909,270,150,0
1180,195910,260,150,0
1181,195911,270,150,0
1182,195912,240,170,0
1183,196001,260,150,0
1184,196002,260,110,0
1185,196003,280,160,53
1186,196004,290,120,0
1187,196005,320,160,0
1188,196006,320,150,0
1189,196007,260,180,0
1190,196008,260,200,0
1191,196009,260,160,0
1192,196010,280,150,0
1193,196011,270,160,0
1194,196012,230,160,0
1195,196101,270,140,0
1196,196102,250,100,28
1197,196103,290,140,6
1198,196104,300,120,0
1199,196105,320,160,0
1200,196106,290,150,0
1201,196107,270,160,0
1202,196108,270,150,0
1203,196109,260,160,0
1204,196110,240,150,0
1205,196111,260,150,0
1206,196112,240,140,25
1207,196201,250,150,103
1208,196202,270,90,0
1209,196203,310,110,32
1210,196204,310,140,61
1211,196209,-9999,160,145
1212,196210,240,170,0
1213,196211,265,-9999,0
1214,196212,245,160,0
1215,196301,290,135,0
1216,196302,260,130,0
1217,196303,270,130,0
1218,196305,220,140,161
1219,196308,260,170,0
1220,196309,240,135,67
1221,196310,290,160,32
1222,196311,190,150,324
1223,196312,175,160,0
1224,196402,240,150,0
1225,196403,270,110,0
1226,196404,290,140,0
1227,196405,320,140,0
1228,196406,240,150,0
1229,196407,240,160,0
1230,196408,255,150,0
1231,196409,270,160,25
1232,196410,230,145,0
1233,196411,245,150,55
1234,196412,225,150,0
1235,196501,250,120,0
1236,196505,260,105,0
1237,196506,260,130,0
1238,196507,260,150,0
1239,196508,245,180,0
1240,196509,245,160,0
1241,196510,250,155,23
1242,196511,260,140,0
1243,196512,210,155,0
1244,196601,240,130,0
1245,196602,255,140,0
1246,196603,290,120,47
1247,196604,270,120,0
1248,196605,240,140,0
1249,196606,280,130,0
1250,196607,245,135,0
1251,196608,260,170,0
1252,196609,250,165,0
1253,196610,255,160,0
1254,196611,249,150,0
1255,196612,260,145,0
1256,196701,260,120,0
1257,196702,283,122,60
1258,196703,292,120,0
1259,196704,280,146,0
1260,196705,318,150,0
1261,196706,302,139,0
1262,196707,272,188,0
1263,196708,283,182,17
1264,196709,238,174,0
1265,196710,272,143,30
1266,196711,282,150,0
1267,196712,229,144,0
1268,196801,254,145,0
1269,196802,230,139,0
1270,196803,250,130,0
1271,196804,262,100,0
1272,196805,290,130,0
1273,196806,250,150,0
1274,196807,242,174,0
1275,196808,260,180,10
1276,196809,210,140,20
1277,196810,274,154,70
1278,196811,264,140,0
1279,196812,270,162,0
1280,196901,262,154,0
1281,196902,270,143,0
1282,196903,290,140,0
1283,196904,300,140,249
1284,196905,320,152,450
1285,196906,320,164,0
1286,196907,300,182,5
1287,196908,250,210,0
1288,196909,236,166,10
1289,196910,236,152,0
1290,196911,250,170,0
1291,196912,254,161,0
1292,197001,260,144,350
1293,197002,266,130,0
1294,197003,280,136,0
1295,197004,314,140,95
1296,197005,302,151,0
1297,197006,260,176,24
1298,197007,260,290,11
1299,197008,245,165,0
1300,197009,263,142,0
1301,197010,251,170,0
1302,197011,270,160,0
1303,197012,280,153,0
1304,197101,270,157,0
1305,197102,290,90,0
1306,197106,310,113,0
1307,197107,283,132,200
1308,197108,243,170,200
1309,197109,260,140,0
1310,197110,245,153,26
1311,197111,245,140,0
1312,197112,240,165,0
1313,197201,245,130,0
1314,197202,260,120,0
1315,197203,270,115,0
1316,197204,290,105,0
1317,197205,300,120,0
1318,197206,280,120,3
1319,197207,275,200,172
1320,197208,245,160,0
1321,197209,250,170,0
1322,197210,250,170,0
1323,197211,240,150,0
1324,197212,260,150,79
1325,197301,280,150,0
1326,197302,240,145,0
1327,197303,300,110,0
1328,197304,300,130,0
1329,197305,300,110,0
1330,197306,280,120,0
1331,197308,240,190,180
1332,197309,235,170,240
1333,197310,250,150,20
1334,197311,255,180,40
1335,197312,230,160,0
1336,197401,-9999,155,0
1337,197402,275,120,0
1338,197403,285,-9999,0
1339,197404,300,155,0
1340,197405,300,105,0
1341,197406,280,150,0
1342,197407,250,180,88
1343,197408,250,170,12
1344,197409,260,165,25
1345,197410,250,170,10
1346,197411,270,150,38
1347,197412,240,140,0
1348,197501,250,150,0
1349,197502,290,130,0
1350,197503,290,125,0
1351,197504,310,140,0
1352,197505,310,150,0
1353,197506,230,170,54
1354,197507,260,170,25
1355,197508,250,180,55
1356,197509,230,160,0
1357,197510,270,170,0
1358,197511,270,150,0
1359,197512,250,150,0
1360,197601,250,150,0
1361,197602,245,130,0
1362,197603,270,120,0
1363,197604,270,115,20
1364,197605,290,150,56
1365,197606,280,150,245
1366,197607,220,160,0
1367,197608,230,160,0
1368,197609,240,160,0
1369,197610,220,170,0
1370,197611,230,180,0
1371,197612,230,150,0
1372,197701,270,100,0
1373,197702,270,140,0
1374,197703,280,130,0
1375,197704,310,120,0
1376,197705,300,140,250
1377,197706,250,150,0
1378,197707,260,160,0
1379,197708,280,170,0
1380,197709,250,150,0
1381,197710,255,160,0
1382,197711,275,160,0
1383,197712,265,155,0
1384,197801,265,145,0
1385,197802,260,135,0
1386,197803,295,145,15
1387,197804,305,140,285
1388,197805,320,145,195
1389,197806,220,160,0
1390,197807,275,155,0
1391,197808,275,180,0
1392,197809,260,165,0
1393,197810,270,155,0
1394,197811,260,170,0
1395,197812,275,155,0
1396,197901,220,145,0
1397,197902,285,140,0
1398,197903,285,75,105
1399,197904,320,140,0
1400,197905,340,140,110
1401,197906,275,185,15
1402,197907,275,175,0
1403,197908,260,190,0
1404,197909,275,110,0
1405,197910,275,165,0
1406,197911,280,145,40
1407,197912,290,110,0
1408,198001,215,110,0
1409,198002,260,95,0
1410,198003,270,125,0
1411,198004,320,115,380
1412,198005,310,120,25
1413,198006,310,170,0
1414,198007,270,190,25
1415,198008,230,190,0
1416,198009,240,160,0
1417,198010,230,170,0
1418,198011,260,170,0
1419,198012,260,150,0
1420,198101,-9999,150,0
1421,198106,-9999,140,0
1422,198110,-9999,-9999,0
1423,198201,-9999,-9999,0
1424,198203,-9999,-9999,0
1425,198205,-9999,-9999,80
1426,198301,-9999,-9999,2
1427,198501,-9999,-9999,0
1428,198607,-9999,-9999,0
1429,198608,-9999,-9999,0
1430,198609,267,-9999,0
1431,198610,-9999,-9999,0
1432,198611,-9999,141,0
1433,198701,-9999,-9999,0
1434,198703,-9999,-9999,70
1435,198704,-9999,-9999,0
1436,198705,-9999,-9999,0
1437,198706,300,-9999,45
1438,198707,290,-9999,0
1439,198708,-9999,147,0
1440,198802,-9999,162,0
1441,198803,-9999,-9999,0
1442,198804,-9999,-9999,0
1443,198805,-9999,-9999,0
1444,198806,328,-9999,0
1445,198807,-9999,-9999,0
1446,198808,-9999,162,75
1447,198809,-9999,-9999,0
1448,198903,296,-9999,460
1449,198904,334,-9999,187
1450,198905,320,117,0
1451,198906,329,162,0
1452,198908,-9999,126,59
1453,198910,273,159,0
1454,198911,276,-9999,0
1455,198912,-9999,143,0
1456,199001,-9999,120,0
1457,199002,296,-9999,5
1458,199003,-9999,113,0
1459,199004,350,126,0
1460,199005,348,-9999,17
1461,199006,348,150,550
1462,199007,257,167,0
1463,199008,275,163,0
1464,199009,-9999,125,0
1465,199010,-9999,126,-9999
1466,199011,-9999,146,-9999
1467,199012,-9999,141,-9999
1468,199101,-9999,-9999,-9999
1469,199102,-9999,127,-9999
1470,199103,-9999,110,-9999
1471,199104,332,-9999,-9999
1472,199105,353,-9999,-9999
1473,199106,341,162,719
1474,199107,270,167,-9999
1475,199108,-9999,189,-9999
1476,199109,-9999,160,-9999
1477,199110,270,-9999,-9999
1478,199111,260,-9999,-9999
1479,199112,275,151,-9999
1480,199201,-9999,153,0
1481,199202,-9999,136,94
1482,199203,-9999,156,-9999
1483,199204,326,-9999,-9999
1484,199205,340,154,-9999
1485,199206,-9999,154,-9999
1486,199207,298,-9999,-9999
1487,199208,-9999,142,0
1488,199209,288,134,-9999
1489,199210,260,-9999,-9999
1490,199211,-9999,135,-9999
1491,199212,250,140,0
1492,199301,252,142,0
1493,199302,269,117,0
1494,199303,301,115,102
1495,199304,320,123,-9999
1496,199305,335,126,183
1497,199306,-9999,-9999,0
1498,199307,-9999,167,-9999
1499,199308,-9999,173,0
1500,199310,-9999,-9999,0
1501,199311,-9999,166,-9999
1502,199312,-9999,-9999,0
1503,199401,-9999,-9999,0
1504,199402,273,-9999,0
1505,199403,-9999,-9999,257
1506,199404,332,-9999,3
1507,199405,337,135,0
1508,199406,318,147,0
1509,199407,-9999,-9999,-9999
1510,199408,248,-9999,0
1511,199409,290,-9999,0
1512,199410,275,-9999,-9999
1513,199411,-9999,143,-9999
1514,199412,-9999,-9999,0
1515,199501,255,132,0
1516,199502,-9999,-9999,0
1517,199503,-9999,114,28
1518,199504,-9999,125,157
1519,199505,320,120,231
1520,199506,-9999,153,173
1521,199507,-9999,-9999,0
1522,199508,-9999,-9999,0
1523,199509,-9999,156,0
1524,199510,-9999,90,130
1525,199511,-9999,-9999,0
1526,199512,-9999,127,0
1527,199601,-9999,-9999,-9999
1528,199602,-9999,90,0
1529,199603,-9999,124,191
1530,199604,-9999,-9999,-9999
1531,199605,326,97,226
1532,199606,285,-9999,3
1533,199607,-9999,140,3
1534,199608,-9999,166,0
1535,199609,261,140,0
1536,199610,-9999,-9999,43
1537,199611,-9999,-9999,0
1538,199612,-9999,142,0
1539,199701,-9999,-9999,0
1540,199702,-9999,-9999,0
1541,199703,-9999,-9999,409
1542,199704,-9999,-9999,0
1543,199705,-9999,-9999,18
1544,199706,-9999,-9999,142
1545,199707,-9999,-9999,305
1546,199708,-9999,-9999,0
1547,199709,-9999,-9999,0
1548,199710,-9999,-9999,0
1549,199711,275,-9999,0
1550,199712,-9999,-9999,0
1551,199801,-9999,-9999,0
1552,199802,-9999,164,0
1553,199803,-9999,-9999,-9999
1554,199804,355,-9999,23
1555,199805,-9999,-9999,84
1556,199806,-9999,-9999,0
1557,199807,295,173,0
1558,199909,-9999,-9999,0
1559,199910,-9999,-9999,0
1560,199911,-9999,163,0
1561,199912,-9999,-9999,-9999
1562,200001,273,-9999,0
1563,200002,-9999,-9999,0
1564,200003,-9999,-9999,0
1565,200004,-9999,109,41
1566,200005,305,-9999,71
1567,200006,-9999,-9999,43
1568,200007,-9999,-9999,0
1569,200008,298,142,0
1570,200009,-9999,-9999,0
1571,200010,-9999,-9999,0
1572,200011,-9999,162,0
1573,200012,-9999,-9999,0
1574,200101,-9999,-9999,0
1575,200102,-9999,-9999,0
1576,200103,-9999,-9999,33
1577,200104,-9999,-9999,0
1578,200105,-9999,-9999,175
1579,200106,286,-9999,10
1580,200107,263,-9999,25
1581,200108,292,-9999,20
1582,200109,-9999,154,0
1583,200110,263,148,0
1584,200111,-9999,184,0
1585,200112,-9999,-9999,0
1586,200201,-9999,134,0
1587,200202,-9999,-9999,0
1588,200203,-9999,-9999,56
1589,200204,353,-9999,10
1590,200205,343,-9999,282
1591,200206,-9999,-9999,272
1592,200207,304,178,10
1593,200208,-9999,182,0
1594,200209,-9999,-9999,0
1595,200210,260,162,0
1596,200211,-9999,-9999,0
1597,200212,-9999,-9999,0
1598,200301,-9999,134,0
1599,200302,-9999,-9999,0
1600,200303,333,-9999,0
1601,200304,-9999,-9999,206
1602,200305,-9999,-9999,-9999
1603,200306,-9999,139,632
1604,200307,-9999,-9999,-9999
1605,200308,-9999,-9999,41
1606,200309,-9999,-9999,-9999
1607,200310,-9999,-9999,0
1608,200311,299,-9999,-9999
1609,200312,-9999,-9999,-9999
1610,200401,271,-9999,0
1611,200402,281,106,-9999
1612,200403,320,-9999,0
1613,200404,-9999,99,104
1614,200405,-9999,96,183
1615,200406,-9999,134,-9999
1616,200407,290,-9999,0
1617,200408,-9999,-9999,-9999
1618,200409,270,-9999,-9999
1619,200410,-9999,135,-9999
1620,200411,-9999,-9999,0
1621,200412,-9999,128,0
1622,200501,320,-9999,0
1623,200502,-9999,-9999,0
1624,200503,347,-9999,30
1625,200504,-9999,130,-9999
1626,200505,-9999,-9999,246
1627,200506,-9999,132,5
1628,200507,291,-9999,117
1629,200508,-9999,-9999,0
1630,200509,-9999,-9999,0
1631,200510,300,140,0
1632,200511,-9999,-9999,0
1633,200512,293,-9999,-9999
1634,200601,-9999,155,0
1635,200602,-9999,-9999,0
1636,200603,-9999,137,297
1637,200604,-9999,-9999,0
1638,200605,-9999,-9999,15
1639,200606,281,-9999,13
1640,200607,281,-9999,0
1641,200608,274,-9999,-9999
1642,200609,-9999,146,-9999
1643,200610,-9999,121,0
1644,200611,298,155,0
1645,200701,-9999,-9999,0
1646,200702,-9999,-9999,0
1647,200703,362,115,0
1648,200704,-9999,-9999,0
1649,200705,-9999,-9999,0
1650,200706,-9999,166,0
1651,200707,310,-9999,0
1652,200708,-9999,-9999,0
1653,200709,282,-9999,-9999
1654,200710,-9999,158,0
1655,200711,297,-9999,-9999
1656,200712,308,165,0
1657,200801,-9999,-9999,0
1658,200802,-9999,118,0
1659,200803,-9999,113,-9999
1660,200804,361,-9999,-9999
1661,200806,-9999,-9999,0
1662,200807,-9999,-9999,0
1663,200808,-9999,171,0
1664,200809,-9999,-9999,0
1665,200810,-9999,-9999,0
1666,200901,-9999,-9999,0
1667,200902,-9999,-9999,0
1668,200903,-9999,-9999,0
1669,200904,-9999,-9999,0
1670,200905,-9999,-9999,18
1671,200907,-9999,-9999,122
1672,200908,-9999,-9999,3
1673,200909,-9999,-9999,0
1674,200910,-9999,-9999,594
1675,200911,-9999,-9999,0
1676,200912,-9999,-9999,0
1677,201001,-9999,-9999,13
1678,201002,-9999,-9999,0
1679,201003,-9999,-9999,0
1680,201004,-9999,-9999,0
1681,201005,-9999,-9999,0
1682,201006,-9999,-9999,-9999
1683,201007,-9999,-9999,0
1684,201008,-9999,-9999,0
1685,201010,-9999,-9999,0
1686,201011,272,-9999,0
1687,201012,-9999,-9999,3
1688,201101,-9999,-9999,3
1689,201102,-9999,120,0
1690,201103,-9999,-9999,0
1691,201104,-9999,-9999,0
1692,195504,320,-9999,-9999
1693,195505,300,-9999,0
1694,195506,270,-9999,0
1695,195507,260,150,0
1696,195508,220,150,-9999
1697,195509,200,140,180
1698,195510,270,150,196
1699,195511,250,140,0
1700,195512,250,150,117
1701,195601,230,130,0
1702,195602,230,90,0
1703,195603,310,140,0
1704,195604,310,90,0
1705,195605,280,120,0
1706,195606,270,150,0
1707,195607,250,150,20
1708,195608,250,140,0
1709,195609,250,140,3
1710,195610,260,150,-9999
1711,195612,260,130,0
1712,195701,270,140,0
1713,195702,280,140,0
1714,195703,280,140,-9999
1715,195704,310,140,0
1716,195705,310,150,0
1717,195706,280,120,0
1718,195707,270,140,0
1719,195708,270,180,0
1720,195710,270,170,0
1721,195711,280,160,333
1722,195712,270,160,391
1723,195801,210,140,81
1724,195802,260,160,0
1725,195803,300,140,-9999
1726,195804,330,100,0
1727,195805,320,140,-9999
1728,195806,280,160,-9999
1729,195807,260,180,0
1730,195808,270,130,-9999
1731,195809,260,170,-9999
1732,195810,260,160,0
1733,195811,240,150,-9999
1734,195812,250,160,0
1735,195901,250,160,0
1736,195902,260,150,0
1737,195903,290,140,0
1738,195904,290,120,0
1739,195905,320,140,-9999
1740,195906,270,160,-9999
1741,195907,280,180,0
1742,195908,250,180,0
1743,195909,270,170,0
1744,195910,260,160,0
1745,195911,270,150,0
1746,195912,250,150,-9999
1747,196001,270,160,13
1748,196002,270,150,-9999
1749,196003,280,120,-9999
1750,196004,270,150,0
1751,196005,320,120,0
1752,196006,330,140,0
1753,196007,240,130,0
1754,196008,270,180,-9999
1755,196009,270,190,0
1756,196010,280,170,0
1757,196011,260,160,0
1758,196012,240,160,0
1759,196101,260,170,0
1760,196102,250,140,323
1761,196103,290,100,0
1762,196104,290,140,0
1763,196105,320,120,0
1764,196106,290,160,0
1765,196107,240,150,126
1766,196108,270,160,0
1767,196109,260,140,0
1768,196110,290,170,0
1769,196111,250,150,0
1770,196112,240,150,159
1771,196201,250,140,93
1772,196202,270,150,94
1773,196203,310,110,0
1774,196204,310,110,0
1775,196209,-9999,140,0
1776,196210,260,170,0
1777,196211,280,170,0
1778,196212,280,-9999,0
1779,196301,280,160,0
1780,196302,250,145,143
1781,196303,250,135,0
1782,196305,205,130,27
1783,196308,240,130,0
1784,196309,260,160,0
1785,196310,270,150,0
1786,196311,180,180,37
1787,196312,180,150,0
1788,196402,250,150,0
1789,196403,270,160,0
1790,196404,300,110,0
1791,196405,330,140,128
1792,196406,250,150,137
1793,196407,250,160,88
1794,196408,240,200,61
1795,196409,280,150,24
1796,196410,235,170,216
1797,196411,260,150,0
1798,196412,220,155,0
1799,196501,250,150,0
1800,196505,280,120,0
1801,196506,240,105,0
1802,196507,250,120,0
1803,196508,245,170,0
1804,196509,260,170,167
1805,196510,250,150,35
1806,196511,260,150,14
1807,196512,180,140,254
1808,196601,240,155,0
1809,196602,250,130,0
1810,196603,300,140,0
1811,196604,225,120,0
1812,196605,245,115,0
1813,196606,290,150,0
1814,196607,260,130,0
1815,196608,240,140,0
1816,196609,245,170,114
1817,196610,260,165,45
1818,196611,250,150,202
1819,196612,240,160,4
1820,196701,252,150,0
1821,196702,274,117,0
1822,196703,300,109,0
1823,196704,287,112,0
1824,196705,330,148,0
1825,196706,314,176,0
1826,196707,290,140,0
1827,196708,294,184,146
1828,196709,248,180,195
1829,196710,249,162,85
1830,196711,278,151,0
1831,196712,243,173,64
1832,196801,262,162,0
1833,196802,240,147,0
1834,196803,240,114,0
1835,196804,300,140,0
1836,196805,300,120,0
1837,196806,310,160,0
1838,196807,240,150,0
1839,196808,270,194,0
1840,196809,250,170,0
1841,196810,260,150,0
1842,196811,260,150,0
1843,196812,210,150,0
1844,196901,242,163,0
1845,196902,242,150,0
1846,196903,252,150,0
1847,196904,322,120,0
1848,196905,323,120,85
1849,196906,310,150,0
1850,196907,260,170,0
1851,196908,242,172,23
1852,196909,240,210,0
1853,196910,240,160,0
1854,196911,262,160,0
1855,196912,260,154,0
1856,197001,260,146,0
1857,197002,232,144,0
1858,197003,278,152,20
1859,197004,324,138,135
1860,197005,294,85,10
1861,197006,260,144,110
1862,197007,260,188,0
1863,197008,240,OI,10
1864,197009,265,162,0
1865,197010,280,155,0
1866,197011,271,166,0
1867,197012,270,152,0
1868,197101,273,169,5
1869,197102,280,142,79
1870,197106,310,110,80
1871,197107,272,113,307
1872,197108,220,130,205
1873,197109,265,164,39
1874,197110,230,162,0
1875,197111,250,152,0
1876,197112,235,150,0
1877,197201,230,145,0
1878,197202,220,140,5
1879,197203,280,110,0
1880,197204,300,110,340
1881,197205,285,100,0
1882,197206,290,110,9
1883,197207,250,110,0
1884,197208,230,170,0
1885,197209,260,150,0
1886,197210,230,180,0
1887,197211,250,150,0
1888,197212,270,160,0
1889,197301,250,160,0
1890,197302,260,155,27
1891,197303,250,140,0
1892,197304,290,130,585
1893,197305,280,100,0
1894,197306,290,140,3
1895,197308,220,160,44
1896,197309,230,170,0
1897,197310,255,190,0
1898,197311,250,160,0
1899,197312,240,160,24
1900,197401,-9999,150,0
1901,197402,265,160,0
1902,197403,285,125,0
1903,197404,300,-9999,2
1904,197405,310,140,1
1905,197406,290,115,0
1906,197407,255,160,68
1907,197408,260,180,157
1908,197409,250,180,0
1909,197410,240,160,16
1910,197411,260,150,32
1911,197412,250,160,0
1912,197501,250,130,0
1913,197502,240,140,0
1914,197503,280,140,0
1915,197504,310,140,0
1916,197505,320,150,30
1917,197506,250,140,292
1918,197507,240,170,85
1919,197508,230,190,0
1920,197509,240,160,0
1921,197510,260,150,0
1922,197511,250,150,0
1923,197512,250,150,0
1924,197601,230,140,0
1925,197602,240,160,0
1926,197603,250,120,0
1927,197604,250,130,0
1928,197605,280,115,203
1929,197606,290,140,20
1930,197607,220,140,65
1931,197608,260,185,8
1932,197609,260,185,0
1933,197610,250,160,0
1934,197611,270,165,0
1935,197612,250,150,0
1936,197701,270,160,0
1937,197702,290,120,0
1938,197703,290,130,85
1939,197704,310,130,125
1940,197705,300,130,65
1941,197706,290,140,0
1942,197707,260,150,0
1943,197708,280,180,0
1944,197709,240,170,0
1945,197710,250,160,0
